NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
PTPRN,protein tyrosine phosphatase receptor type N [Source:HGNC Symbol;Acc:HGNC:9676],null,null,-0.48538217
WWC1,WW and C2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29435],null,null,-0.48546812
ITGA11,integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136],null,null,-0.4857189
CCS,copper chaperone for superoxide dismutase [Source:HGNC Symbol;Acc:HGNC:1613],null,null,-0.48583028
NDUFAF7,NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816],null,null,-0.4859133
INKA2,inka box actin regulator 2 [Source:HGNC Symbol;Acc:HGNC:28045],null,null,-0.4860037
STMN3,stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926],null,null,-0.48633257
GPRIN1,G protein regulated inducer of neurite outgrowth 1 [Source:HGNC Symbol;Acc:HGNC:24835],null,null,-0.48638785
SLC4A2,solute carrier family 4 member 2 [Source:HGNC Symbol;Acc:HGNC:11028],null,null,-0.48676798
KIAA2013,KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513],null,null,-0.48690838
P4HTM,"prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]",null,null,-0.48696625
GMPPA,GDP-mannose pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:22923],null,null,-0.48713487
C11orf86,chromosome 11 open reading frame 86 [Source:HGNC Symbol;Acc:HGNC:34442],null,null,-0.4876857
AK3,adenylate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17376],null,null,-0.48786223
SH3D19,SH3 domain containing 19 [Source:HGNC Symbol;Acc:HGNC:30418],null,null,-0.48807406
GNL3,G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931],null,null,-0.48833376
TSTA3,tissue specific transplantation antigen P35B [Source:HGNC Symbol;Acc:HGNC:12390],null,null,-0.4885011
DNAJC22,DnaJ heat shock protein family (Hsp40) member C22 [Source:HGNC Symbol;Acc:HGNC:25802],null,null,-0.48852986
SLMAP,sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643],null,null,-0.48875764
SLC9B1,solute carrier family 9 member B1 [Source:HGNC Symbol;Acc:HGNC:24244],null,null,-0.4888312
TRMT1L,tRNA methyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:16782],null,null,-0.48883158
AFG3L2,AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315],null,null,-0.4888716
VAPB,VAMP associated protein B and C [Source:HGNC Symbol;Acc:HGNC:12649],null,null,-0.48894233
PPP2R5B,protein phosphatase 2 regulatory subunit B'beta [Source:HGNC Symbol;Acc:HGNC:9310],null,null,-0.4891012
OPRD1,opioid receptor delta 1 [Source:HGNC Symbol;Acc:HGNC:8153],null,null,-0.48914927
C10orf62,chromosome 10 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:23294],null,null,-0.4893765
B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18811]",null,null,-0.48951146
SAR1B,secretion associated Ras related GTPase 1B [Source:HGNC Symbol;Acc:HGNC:10535],null,null,-0.48972756
SETMAR,SET domain and mariner transposase fusion gene [Source:HGNC Symbol;Acc:HGNC:10762],null,null,-0.48977247
OCIAD1,OCIA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16074],null,null,-0.4898211
FBXO27,F-box protein 27 [Source:HGNC Symbol;Acc:HGNC:18753],null,null,-0.49010742
HCST,hematopoietic cell signal transducer [Source:HGNC Symbol;Acc:HGNC:16977],null,null,-0.49012077
HOXD3,homeobox D3 [Source:HGNC Symbol;Acc:HGNC:5137],null,null,-0.49079624
PPP1R15B,protein phosphatase 1 regulatory subunit 15B [Source:HGNC Symbol;Acc:HGNC:14951],null,null,-0.49091908
KDELR2,KDEL endoplasmic reticulum protein retention receptor 2 [Source:HGNC Symbol;Acc:HGNC:6305],null,null,-0.49098608
FIBCD1,fibrinogen C domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25922],null,null,-0.4910965
FBXL16,F-box and leucine rich repeat protein 16 [Source:HGNC Symbol;Acc:HGNC:14150],null,null,-0.49120563
TPD52,tumor protein D52 [Source:HGNC Symbol;Acc:HGNC:12005],null,null,-0.49137753
LDB2,LIM domain binding 2 [Source:HGNC Symbol;Acc:HGNC:6533],null,null,-0.49150985
TCF3,transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11633],null,null,-0.4916031
RGS6,regulator of G protein signaling 6 [Source:HGNC Symbol;Acc:HGNC:10002],null,null,-0.49182743
CARD10,caspase recruitment domain family member 10 [Source:HGNC Symbol;Acc:HGNC:16422],null,null,-0.49195206
ART5,ADP-ribosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:24049],null,null,-0.4921832
DGKB,diacylglycerol kinase beta [Source:HGNC Symbol;Acc:HGNC:2850],null,null,-0.49223676
TSC22D3,TSC22 domain family member 3 [Source:HGNC Symbol;Acc:HGNC:3051],null,null,-0.49230963
PCDHA11,protocadherin alpha 11 [Source:HGNC Symbol;Acc:HGNC:8665],null,null,-0.49236056
ANXA4,annexin A4 [Source:HGNC Symbol;Acc:HGNC:542],null,null,-0.49243578
LGR6,leucine rich repeat containing G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:19719],null,null,-0.49253932
WASL,WASP like actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12735],null,null,-0.49276984
TMEM214,transmembrane protein 214 [Source:HGNC Symbol;Acc:HGNC:25983],null,null,-0.4927856
GPR20,G protein-coupled receptor 20 [Source:HGNC Symbol;Acc:HGNC:4475],null,null,-0.49302542
ITFG1,integrin alpha FG-GAP repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:30697],null,null,-0.4933673
FITM2,fat storage inducing transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:16135],null,null,-0.49348992
SYTL5,synaptotagmin like 5 [Source:HGNC Symbol;Acc:HGNC:15589],null,null,-0.49361798
C5orf51,chromosome 5 open reading frame 51 [Source:HGNC Symbol;Acc:HGNC:27750],null,null,-0.49373892
NUP50,nucleoporin 50 [Source:HGNC Symbol;Acc:HGNC:8065],null,null,-0.49396744
GTF2H1,general transcription factor IIH subunit 1 [Source:HGNC Symbol;Acc:HGNC:4655],null,null,-0.49403617
GATC,glutamyl-tRNA amidotransferase subunit C [Source:HGNC Symbol;Acc:HGNC:25068],null,null,-0.49406487
ADAP1,ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486],null,null,-0.49430585
ARSA,arylsulfatase A [Source:HGNC Symbol;Acc:HGNC:713],null,null,-0.49450064
MAP3K11,mitogen-activated protein kinase kinase kinase 11 [Source:HGNC Symbol;Acc:HGNC:6850],null,null,-0.49453205
C2orf68,chromosome 2 open reading frame 68 [Source:HGNC Symbol;Acc:HGNC:34353],null,null,-0.49458322
DUOX1,dual oxidase 1 [Source:HGNC Symbol;Acc:HGNC:3062],null,null,-0.49478176
GLB1,galactosidase beta 1 [Source:HGNC Symbol;Acc:HGNC:4298],null,null,-0.49478328
DDI2,DNA damage inducible 1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:24578],null,null,-0.49482214
VPS37D,VPS37D subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:18287],null,null,-0.49490464
PHF8,PHD finger protein 8 [Source:HGNC Symbol;Acc:HGNC:20672],null,null,-0.4949421
MPC1,mitochondrial pyruvate carrier 1 [Source:HGNC Symbol;Acc:HGNC:21606],null,null,-0.49496388
ANXA7,annexin A7 [Source:HGNC Symbol;Acc:HGNC:545],null,null,-0.49514583
STRN4,striatin 4 [Source:HGNC Symbol;Acc:HGNC:15721],null,null,-0.49526396
F2RL3,F2R like thrombin or trypsin receptor 3 [Source:HGNC Symbol;Acc:HGNC:3540],null,null,-0.49546063
STUM,"stum, mechanosensory transduction mediator homolog [Source:HGNC Symbol;Acc:HGNC:30491]",null,null,-0.49547446
ZNF24,zinc finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13032],null,null,-0.4954858
ZFPM1,"zinc finger protein, FOG family member 1 [Source:HGNC Symbol;Acc:HGNC:19762]",null,null,-0.4959974
NCAN,neurocan [Source:HGNC Symbol;Acc:HGNC:2465],null,null,-0.49607635
SLC25A39,solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279],null,null,-0.49610206
WDR13,WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352],null,null,-0.49616507
MMD,monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153],null,null,-0.49627498
THNSL2,threonine synthase like 2 [Source:HGNC Symbol;Acc:HGNC:25602],null,null,-0.49645507
KDM8,lysine demethylase 8 [Source:HGNC Symbol;Acc:HGNC:25840],null,null,-0.49667558
GATAD2A,GATA zinc finger domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29989],null,null,-0.4967011
TNR,tenascin R [Source:HGNC Symbol;Acc:HGNC:11953],null,null,-0.49682972
CALML4,calmodulin like 4 [Source:HGNC Symbol;Acc:HGNC:18445],null,null,-0.49690086
NF1,neurofibromin 1 [Source:HGNC Symbol;Acc:HGNC:7765],null,null,-0.49715596
NCALD,neurocalcin delta [Source:HGNC Symbol;Acc:HGNC:7655],null,null,-0.49727115
PDPK1,3-phosphoinositide dependent protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:8816],null,null,-0.4976884
KCNC1,potassium voltage-gated channel subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:6233],null,null,-0.4978898
SHOC2,SHOC2 leucine rich repeat scaffold protein [Source:HGNC Symbol;Acc:HGNC:15454],null,null,-0.49793243
VRK3,VRK serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:18996],null,null,-0.4980216
KIAA0753,KIAA0753 [Source:HGNC Symbol;Acc:HGNC:29110],null,null,-0.4983457
CCL25,C-C motif chemokine ligand 25 [Source:HGNC Symbol;Acc:HGNC:10624],null,null,-0.49835432
UBE2A,ubiquitin conjugating enzyme E2 A [Source:HGNC Symbol;Acc:HGNC:12472],null,null,-0.49864364
NMI,N-myc and STAT interactor [Source:HGNC Symbol;Acc:HGNC:7854],null,null,-0.49897125
RBM15B,RNA binding motif protein 15B [Source:HGNC Symbol;Acc:HGNC:24303],null,null,-0.49911982
SLIT1,slit guidance ligand 1 [Source:HGNC Symbol;Acc:HGNC:11085],null,null,-0.4991902
ATXN7,ataxin 7 [Source:HGNC Symbol;Acc:HGNC:10560],null,null,-0.49920318
1-Mar,mitochondrial amidoxime reducing component 1 [Source:HGNC Symbol;Acc:HGNC:26189],null,null,-0.4992711
SAMD12,sterile alpha motif domain containing 12 [Source:HGNC Symbol;Acc:HGNC:31750],null,null,-0.49929792
LZTR1,leucine zipper like transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:6742],null,null,-0.4993559
MUC17,"mucin 17, cell surface associated [Source:HGNC Symbol;Acc:HGNC:16800]",null,null,-0.49941248
RALYL,RALY RNA binding protein like [Source:HGNC Symbol;Acc:HGNC:27036],null,null,-0.49943796
LMBRD1,LMBR1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23038],null,null,-0.4995541
EPHA8,EPH receptor A8 [Source:HGNC Symbol;Acc:HGNC:3391],null,null,-0.49971235
MMP17,matrix metallopeptidase 17 [Source:HGNC Symbol;Acc:HGNC:7163],null,null,-0.50017315
PCNX1,pecanex 1 [Source:HGNC Symbol;Acc:HGNC:19740],null,null,-0.50023806
PHKG1,phosphorylase kinase catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:8930],null,null,-0.50027484
RHBDD3,rhomboid domain containing 3 [Source:HGNC Symbol;Acc:HGNC:1308],null,null,-0.5004756
HEPACAM2,HEPACAM family member 2 [Source:HGNC Symbol;Acc:HGNC:27364],null,null,-0.5007621
NRG2,neuregulin 2 [Source:HGNC Symbol;Acc:HGNC:7998],null,null,-0.5007672
GUCA1B,guanylate cyclase activator 1B [Source:HGNC Symbol;Acc:HGNC:4679],null,null,-0.50109136
NKX3-2,NK3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:951],null,null,-0.50124073
DPY19L4,dpy-19 like 4 [Source:HGNC Symbol;Acc:HGNC:27829],null,null,-0.5013378
SSTR3,somatostatin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11332],null,null,-0.5013807
GFRA1,GDNF family receptor alpha 1 [Source:HGNC Symbol;Acc:HGNC:4243],null,null,-0.50162125
CALM3,calmodulin 3 [Source:HGNC Symbol;Acc:HGNC:1449],null,null,-0.5017511
PKNOX1,PBX/knotted 1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9022],null,null,-0.5018082
LIN7C,"lin-7 homolog C, crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:17789]",null,null,-0.5018089
LMOD1,leiomodin 1 [Source:HGNC Symbol;Acc:HGNC:6647],null,null,-0.5019142
HSD17B1,hydroxysteroid 17-beta dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:5210],null,null,-0.501938
ZKSCAN2,zinc finger with KRAB and SCAN domains 2 [Source:HGNC Symbol;Acc:HGNC:25677],null,null,-0.5020049
DDN,dendrin [Source:HGNC Symbol;Acc:HGNC:24458],null,null,-0.50200605
CAPN12,calpain 12 [Source:HGNC Symbol;Acc:HGNC:13249],null,null,-0.5020163
B3GLCT,beta 3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:20207],null,null,-0.5020797
CAMKV,CaM kinase like vesicle associated [Source:HGNC Symbol;Acc:HGNC:28788],null,null,-0.50241166
SUGCT,succinyl-CoA:glutarate-CoA transferase [Source:HGNC Symbol;Acc:HGNC:16001],null,null,-0.50248957
PLEKHF2,pleckstrin homology and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20757],null,null,-0.5026687
ATP1B2,ATPase Na+/K+ transporting subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:805],null,null,-0.50278044
CA6,carbonic anhydrase 6 [Source:HGNC Symbol;Acc:HGNC:1380],null,null,-0.50284255
SMOC2,SPARC related modular calcium binding 2 [Source:HGNC Symbol;Acc:HGNC:20323],null,null,-0.50291723
GGNBP1,gametogenetin binding protein 1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:19427],null,null,-0.5029676
IRS4,insulin receptor substrate 4 [Source:HGNC Symbol;Acc:HGNC:6128],null,null,-0.50309026
TACO1,translational activator of cytochrome c oxidase I [Source:HGNC Symbol;Acc:HGNC:24316],null,null,-0.50328356
ATP5PO,ATP synthase peripheral stalk subunit OSCP [Source:HGNC Symbol;Acc:HGNC:850],null,null,-0.5033164
EDDM3B,epididymal protein 3B [Source:HGNC Symbol;Acc:HGNC:19223],null,null,-0.5034125
UBAP1,ubiquitin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:12461],null,null,-0.5034232
KCNMB2,potassium calcium-activated channel subfamily M regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6286],null,null,-0.50343317
CFAP299,cilia and flagella associated protein 299 [Source:HGNC Symbol;Acc:HGNC:28554],null,null,-0.5034523
ITGA3,integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139],null,null,-0.50361204
GBX1,gastrulation brain homeobox 1 [Source:HGNC Symbol;Acc:HGNC:4185],null,null,-0.50362045
PTGDR,prostaglandin D2 receptor [Source:HGNC Symbol;Acc:HGNC:9591],null,null,-0.5036289
TNXB,tenascin XB [Source:HGNC Symbol;Acc:HGNC:11976],null,null,-0.5036893
ZYG11B,"zyg-11 family member B, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:25820]",null,null,-0.5037807
TTLL6,tubulin tyrosine ligase like 6 [Source:HGNC Symbol;Acc:HGNC:26664],null,null,-0.50385267
SCCPDH,saccharopine dehydrogenase (putative) [Source:HGNC Symbol;Acc:HGNC:24275],null,null,-0.5045923
MAST1,microtubule associated serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:19034],null,null,-0.50459653
SSBP2,single stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15831],null,null,-0.50477844
PTPRD,protein tyrosine phosphatase receptor type D [Source:HGNC Symbol;Acc:HGNC:9668],null,null,-0.50509506
TSPAN3,tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752],null,null,-0.50521535
CKMT1A,"creatine kinase, mitochondrial 1A [Source:HGNC Symbol;Acc:HGNC:31736]",null,null,-0.50560844
ELAVL3,ELAV like RNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3314],null,null,-0.505659
NTRK2,neurotrophic receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:8032],null,null,-0.5056975
IREB2,iron responsive element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6115],null,null,-0.5057276
TMEM175,transmembrane protein 175 [Source:HGNC Symbol;Acc:HGNC:28709],null,null,-0.5059193
HOXD1,homeobox D1 [Source:HGNC Symbol;Acc:HGNC:5132],null,null,-0.5059658
BCR,BCR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:1014],null,null,-0.50607187
KCNK12,potassium two pore domain channel subfamily K member 12 [Source:HGNC Symbol;Acc:HGNC:6274],null,null,-0.50609016
ELFN1,extracellular leucine rich repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33154],null,null,-0.5061976
IST1,IST1 factor associated with ESCRT-III [Source:HGNC Symbol;Acc:HGNC:28977],null,null,-0.50629544
TMEM65,transmembrane protein 65 [Source:HGNC Symbol;Acc:HGNC:25203],null,null,-0.50650597
GSTT4,glutathione S-transferase theta 4 [Source:HGNC Symbol;Acc:HGNC:26930],null,null,-0.50660956
CBX5,chromobox 5 [Source:HGNC Symbol;Acc:HGNC:1555],null,null,-0.50672495
SPATS1,spermatogenesis associated serine rich 1 [Source:HGNC Symbol;Acc:HGNC:22957],null,null,-0.5067994
LRRC6,leucine rich repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:16725],null,null,-0.50711036
ITK,IL2 inducible T cell kinase [Source:HGNC Symbol;Acc:HGNC:6171],null,null,-0.50723517
LHX6,LIM homeobox 6 [Source:HGNC Symbol;Acc:HGNC:21735],null,null,-0.5073125
TARM1,"T cell-interacting, activating receptor on myeloid cells 1 [Source:HGNC Symbol;Acc:HGNC:37250]",null,null,-0.5073632
SPAG17,sperm associated antigen 17 [Source:HGNC Symbol;Acc:HGNC:26620],null,null,-0.50745106
FAM210A,family with sequence similarity 210 member A [Source:HGNC Symbol;Acc:HGNC:28346],null,null,-0.5074732
ATP13A4,ATPase 13A4 [Source:HGNC Symbol;Acc:HGNC:25422],null,null,-0.50754696
LRRIQ1,leucine rich repeats and IQ motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25708],null,null,-0.5079278
TM4SF4,transmembrane 4 L six family member 4 [Source:HGNC Symbol;Acc:HGNC:11856],null,null,-0.50793505
LHFPL5,LHFPL tetraspan subfamily member 5 [Source:HGNC Symbol;Acc:HGNC:21253],null,null,-0.5079564
ADGRG2,adhesion G protein-coupled receptor G2 [Source:HGNC Symbol;Acc:HGNC:4516],null,null,-0.50807095
SMG6,SMG6 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:17809],null,null,-0.5083698
PLEKHH1,"pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]",null,null,-0.50839686
PGM5,phosphoglucomutase 5 [Source:HGNC Symbol;Acc:HGNC:8908],null,null,-0.50843173
SFRP1,secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776],null,null,-0.5085399
TXNIP,thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952],null,null,-0.50857025
GPR119,G protein-coupled receptor 119 [Source:HGNC Symbol;Acc:HGNC:19060],null,null,-0.5085792
TMEM245,transmembrane protein 245 [Source:HGNC Symbol;Acc:HGNC:1363],null,null,-0.5087661
MTFP1,mitochondrial fission process 1 [Source:HGNC Symbol;Acc:HGNC:26945],null,null,-0.5087825
OR52N4,olfactory receptor family 52 subfamily N member 4 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15230],null,null,-0.5088253
BCL2L1,BCL2 like 1 [Source:HGNC Symbol;Acc:HGNC:992],null,null,-0.50883925
CD82,CD82 molecule [Source:HGNC Symbol;Acc:HGNC:6210],null,null,-0.5088668
GAP43,growth associated protein 43 [Source:HGNC Symbol;Acc:HGNC:4140],null,null,-0.5089707
SPOCK2,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564]",null,null,-0.5089756
AARD,alanine and arginine rich domain containing protein [Source:HGNC Symbol;Acc:HGNC:33842],null,null,-0.5091269
JARID2,jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196],null,null,-0.50936687
MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883],null,null,-0.5094058
P4HB,prolyl 4-hydroxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8548],null,null,-0.509442
C7orf57,chromosome 7 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:22247],null,null,-0.5096361
ERVFRD-1,"endogenous retrovirus group FRD member 1, envelope [Source:HGNC Symbol;Acc:HGNC:33823]",null,null,-0.5097096
OR5L1,olfactory receptor family 5 subfamily L member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8350],null,null,-0.50974977
ABCF3,ATP binding cassette subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:72],null,null,-0.5098799
NIT1,nitrilase 1 [Source:HGNC Symbol;Acc:HGNC:7828],null,null,-0.50999427
QRICH2,glutamine rich 2 [Source:HGNC Symbol;Acc:HGNC:25326],null,null,-0.510046
PYROXD2,pyridine nucleotide-disulphide oxidoreductase domain 2 [Source:HGNC Symbol;Acc:HGNC:23517],null,null,-0.5101224
MEI1,meiotic double-stranded break formation protein 1 [Source:HGNC Symbol;Acc:HGNC:28613],null,null,-0.5102108
PDXK,pyridoxal kinase [Source:HGNC Symbol;Acc:HGNC:8819],null,null,-0.51030725
SYT9,synaptotagmin 9 [Source:HGNC Symbol;Acc:HGNC:19265],null,null,-0.51054066
ZNF536,zinc finger protein 536 [Source:HGNC Symbol;Acc:HGNC:29025],null,null,-0.51068205
USH1G,USH1 protein network component sans [Source:HGNC Symbol;Acc:HGNC:16356],null,null,-0.51097596
ZNF160,zinc finger protein 160 [Source:HGNC Symbol;Acc:HGNC:12948],null,null,-0.51113313
TMED4,transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301],null,null,-0.51116025
NKIRAS2,NFKB inhibitor interacting Ras like 2 [Source:HGNC Symbol;Acc:HGNC:17898],null,null,-0.5121747
PAGR1,PAXIP1 associated glutamate rich protein 1 [Source:HGNC Symbol;Acc:HGNC:28707],null,null,-0.5123291
KIAA1958,KIAA1958 [Source:HGNC Symbol;Acc:HGNC:23427],null,null,-0.51241136
KCNQ3,potassium voltage-gated channel subfamily Q member 3 [Source:HGNC Symbol;Acc:HGNC:6297],null,null,-0.5124115
WSCD1,WSC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29060],null,null,-0.5125672
CYB5R3,cytochrome b5 reductase 3 [Source:HGNC Symbol;Acc:HGNC:2873],null,null,-0.5128786
IDH1,isocitrate dehydrogenase (NADP(+)) 1 [Source:HGNC Symbol;Acc:HGNC:5382],null,null,-0.5131201
NELL1,neural EGFL like 1 [Source:HGNC Symbol;Acc:HGNC:7750],null,null,-0.5134097
ENSA,endosulfine alpha [Source:HGNC Symbol;Acc:HGNC:3360],null,null,-0.51361984
TAF7,TATA-box binding protein associated factor 7 [Source:HGNC Symbol;Acc:HGNC:11541],null,null,-0.51403385
TMSB15B,thymosin beta 15B [Source:HGNC Symbol;Acc:HGNC:28612],null,null,-0.5141056
ATP2B3,ATPase plasma membrane Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:816],null,null,-0.51418597
H3C11,H3 clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4771],null,null,-0.5142761
ARHGEF16,Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515],null,null,-0.51448864
SLC6A15,solute carrier family 6 member 15 [Source:HGNC Symbol;Acc:HGNC:13621],null,null,-0.51461315
ADGRL1,adhesion G protein-coupled receptor L1 [Source:HGNC Symbol;Acc:HGNC:20973],null,null,-0.5146651
DERA,deoxyribose-phosphate aldolase [Source:HGNC Symbol;Acc:HGNC:24269],null,null,-0.51470405
HOGA1,4-hydroxy-2-oxoglutarate aldolase 1 [Source:HGNC Symbol;Acc:HGNC:25155],null,null,-0.51504433
ANGPTL8,angiopoietin like 8 [Source:HGNC Symbol;Acc:HGNC:24933],null,null,-0.5151773
EDNRB,endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180],null,null,-0.5152198
B4GALT6,"beta-1,4-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:929]",null,null,-0.5152595
ZNF804A,zinc finger protein 804A [Source:HGNC Symbol;Acc:HGNC:21711],null,null,-0.51547426
LRIT3,"leucine rich repeat, Ig-like and transmembrane domains 3 [Source:HGNC Symbol;Acc:HGNC:24783]",null,null,-0.5155263
DISP2,dispatched RND transporter family member 2 [Source:HGNC Symbol;Acc:HGNC:19712],null,null,-0.5156547
BAD,BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936],null,null,-0.5161675
SRPRB,SRP receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:24085],null,null,-0.51619333
RNF185,ring finger protein 185 [Source:HGNC Symbol;Acc:HGNC:26783],null,null,-0.51624274
ATP9A,ATPase phospholipid transporting 9A (putative) [Source:HGNC Symbol;Acc:HGNC:13540],null,null,-0.516296
MS4A12,membrane spanning 4-domains A12 [Source:HGNC Symbol;Acc:HGNC:13370],null,null,-0.5167395
AMBRA1,autophagy and beclin 1 regulator 1 [Source:HGNC Symbol;Acc:HGNC:25990],null,null,-0.5167607
SLC35D1,solute carrier family 35 member D1 [Source:HGNC Symbol;Acc:HGNC:20800],null,null,-0.5167963
PTPA,protein phosphatase 2 phosphatase activator [Source:HGNC Symbol;Acc:HGNC:9308],null,null,-0.5169265
LMAN2,"lectin, mannose binding 2 [Source:HGNC Symbol;Acc:HGNC:16986]",null,null,-0.5170286
DCXR,dicarbonyl and L-xylulose reductase [Source:HGNC Symbol;Acc:HGNC:18985],null,null,-0.5170342
CWC27,CWC27 spliceosome associated cyclophilin [Source:HGNC Symbol;Acc:HGNC:10664],null,null,-0.5172408
KLRD1,killer cell lectin like receptor D1 [Source:HGNC Symbol;Acc:HGNC:6378],null,null,-0.517425
HSPA1B,heat shock protein family A (Hsp70) member 1B [Source:HGNC Symbol;Acc:HGNC:5233],null,null,-0.5175464
PPFIA1,PTPRF interacting protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:9245],null,null,-0.5177214
MYLK3,myosin light chain kinase 3 [Source:HGNC Symbol;Acc:HGNC:29826],null,null,-0.5179653
HNF1A,HNF1 homeobox A [Source:HGNC Symbol;Acc:HGNC:11621],null,null,-0.51836705
ZNF787,zinc finger protein 787 [Source:HGNC Symbol;Acc:HGNC:26998],null,null,-0.5185261
NDRG2,NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460],null,null,-0.5187537
UQCRC1,ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585],null,null,-0.51901823
