MGI Accession ID,Marker Symbol,EntrezGene ID,Ensembl Gene ID,HomoloGene ID
MGI:5456240,Gm26463,null,ENSMUSG00000092806,null
MGI:5456241,Gm26464,null,ENSMUSG00000087719,null
MGI:5456242,Gm26465,115489885,ENSMUSG00000095712,null
MGI:5456243,Gm26466,115486744,ENSMUSG00000095713,null
MGI:5456244,Gm26467,115486742,ENSMUSG00000095714,null
MGI:5456245,Gm26468,115489794,ENSMUSG00000089269,null
MGI:5456246,Gm26469,null,ENSMUSG00000080415,null
MGI:5456247,Gm26470,null,null,null
MGI:5456248,Gm26471,null,null,null
MGI:5456249,Gm26472,null,ENSMUSG00000080410,null
MGI:5456250,Gm26473,null,ENSMUSG00000080413,null
MGI:5456251,Gm26474,null,ENSMUSG00000080412,null
MGI:5456252,Gm26475,null,ENSMUSG00000080419,null
MGI:5456253,Gm26476,null,ENSMUSG00000084567,null
MGI:5456254,Gm26477,null,ENSMUSG00000084566,null
MGI:5456255,Gm26478,115489654,ENSMUSG00000084560,null
MGI:5456256,Gm26479,115487492,ENSMUSG00000084569,null
MGI:5456257,Gm26480,null,ENSMUSG00000084568,null
MGI:5456258,Gm26481,null,null,null
MGI:5456259,Gm26482,115486590,ENSMUSG00000088640,null
MGI:5456260,Gm26483,null,ENSMUSG00000088641,null
MGI:5456261,Gm26484,null,ENSMUSG00000088643,null
MGI:5456262,Gm26485,115489803,ENSMUSG00000088644,null
MGI:5456263,Gm26486,null,ENSMUSG00000088646,null
MGI:5456264,Gm26487,115489198,ENSMUSG00000088647,null
MGI:5456265,Gm26488,115486705,ENSMUSG00000096387,null
MGI:5456266,Gm26489,115486132,ENSMUSG00000088505,null
MGI:5456267,Gm26490,115486288,ENSMUSG00000088504,null
MGI:5456268,Gm26491,null,ENSMUSG00000095843,null
MGI:5456269,Gm26492,null,null,null
MGI:5456270,Gm26493,115487044,ENSMUSG00000065089,null
MGI:5456271,Gm26494,115489211,ENSMUSG00000065088,null
MGI:5456272,Gm26495,115487520,ENSMUSG00000065086,null
MGI:5456273,Gm26496,115489655,ENSMUSG00000065084,null
MGI:5456274,Gm26497,115487007,ENSMUSG00000065080,null
MGI:5456275,Gm26498,115486642,ENSMUSG00000093994,null
MGI:5456276,Gm26499,115486599,ENSMUSG00000093997,null
MGI:5456277,Gm26500,115488882,ENSMUSG00000093998,null
MGI:5456278,Gm26501,115490516,ENSMUSG00000093999,null
MGI:5456279,Gm26502,115486792,ENSMUSG00000096017,null
MGI:5456280,Gm26503,null,null,null
MGI:5456281,Gm26504,64243,ENSMUSG00000096019,null
MGI:5456282,Gm26505,null,ENSMUSG00000093660,null
MGI:5456283,Gm26506,null,ENSMUSG00000096906,null
MGI:5463439,b2b1456Clo,null,null,null
MGI:5463577,b2b1801.2Clo,null,null,null
MGI:5467352,b2b1963Clo,null,null,null
MGI:5468842,vtd,null,null,null
MGI:5470110,Mut1488,null,null,null
MGI:5470116,Mut1556,null,null,null
MGI:5470121,Mut1602,null,null,null
MGI:5471520,Mut1679,null,null,null
MGI:5472178,Utngn1,null,null,null
MGI:5474850,Hbb-bt,101488143,ENSMUSG00000073940,68066
MGI:5474852,Hbb-bs,100503605,ENSMUSG00000052305,68066
MGI:5475487,Mirc35hg,101447999,null,null
MGI:5476164,b2b1876Clo,null,null,null
MGI:5476165,b2b1879Clo,null,null,null
MGI:5476166,b2b1929Clo,null,null,null
MGI:5476178,b2b1879.2Clo,null,null,null
MGI:5477001,Gm26507,105246453,null,null
MGI:5477002,Gm26508,null,null,null
MGI:5477003,Gm26509,105246677,ENSMUSG00000097612,null
MGI:5477004,Gm26510,102640823,ENSMUSG00000097154,null
MGI:5477005,Gm26511,102640252,ENSMUSG00000097155,null
MGI:5477006,Gm26512,102637693,ENSMUSG00000097157,null
MGI:5477007,Gm26513,null,ENSMUSG00000097150,null
MGI:5477008,Gm26514,null,null,null
MGI:5477009,Gm26515,102639137,null,null
MGI:5477010,Gm26516,null,null,null
MGI:5477011,Gm26517,null,null,null
MGI:5477012,Gm26518,null,null,null
MGI:5477013,Gm26519,102634580,ENSMUSG00000097237,null
MGI:5477014,Gm26520,105244630,ENSMUSG00000097429,null
MGI:5477015,Gm26521,null,null,null
MGI:5477016,Gm26522,null,null,null
MGI:5477017,Gm26523,null,null,null
MGI:5477018,Gm26524,105243891,ENSMUSG00000102495,null
MGI:5477019,Gm26525,null,null,null
MGI:5477020,Gm26526,null,null,null
MGI:5477021,Gm26527,null,null,null
MGI:5477022,Gm26528,null,ENSMUSG00000097586,null
MGI:5477024,Gm26530,null,null,null
MGI:5477025,Gm26531,null,ENSMUSG00000097902,null
MGI:5477026,Gm26532,null,ENSMUSG00000097296,null
MGI:5477027,Gm26533,115488895,ENSMUSG00000097748,null
MGI:5477028,Gm26534,102639276,null,null
MGI:5477029,Gm26535,102633435,ENSMUSG00000097742,null
MGI:5477030,Gm26536,102639417,null,null
MGI:5477031,Gm26537,null,ENSMUSG00000097500,null
MGI:5477032,Gm26538,null,null,null
MGI:5477033,Gm26539,null,null,null
MGI:5477034,Gm26540,null,null,null
MGI:5477035,Gm26541,null,null,null
MGI:5477036,Gm26542,null,ENSMUSG00000097887,null
MGI:5477037,Gm26543,null,ENSMUSG00000097884,null
MGI:5477038,Gm26544,102633872,ENSMUSG00000097362,null
MGI:5477039,Gm26545,null,null,null
MGI:5477040,Gm26546,null,null,null
MGI:5477041,Gm26547,null,null,null
MGI:5477042,Gm26548,null,null,null
MGI:5477043,Gm26549,null,ENSMUSG00000097217,null
MGI:5477044,Gm26550,102640044,ENSMUSG00000097215,null
MGI:5477045,Gm26551,null,null,null
MGI:5477046,Gm26552,115488279,ENSMUSG00000097218,null
MGI:5477047,Gm26553,74690,ENSMUSG00000097807,null
MGI:5477048,Gm26554,null,ENSMUSG00000097809,null
MGI:5477049,Gm26555,102636582,ENSMUSG00000097399,null
MGI:5477050,Gm26556,null,ENSMUSG00000097396,null
MGI:5477051,Gm26557,null,ENSMUSG00000097024,null
MGI:5477052,Gm26558,null,ENSMUSG00000097025,null
MGI:5477053,Gm26559,102639339,ENSMUSG00000097027,null
MGI:5477054,Gm26560,102637436,ENSMUSG00000097029,null
MGI:5477055,Gm26561,null,null,null
MGI:5477056,Gm26562,105246095,ENSMUSG00000097621,null
MGI:5477057,Gm26563,null,null,null
MGI:5477058,Gm26564,102633007,ENSMUSG00000111149,null
MGI:5477059,Gm26565,null,null,null
MGI:5477060,Gm26566,null,ENSMUSG00000097078,null
MGI:5477061,Gm26567,105245025,null,null
MGI:5477062,Gm26568,null,ENSMUSG00000097315,null
MGI:5477063,Gm26569,null,ENSMUSG00000097313,null
MGI:5477064,Gm26570,null,ENSMUSG00000096955,null
MGI:5477065,Gm26571,null,ENSMUSG00000096953,null
MGI:5477066,Gm26572,null,null,null
MGI:5477067,Gm26573,null,null,null
MGI:5477068,Gm26574,102631965,ENSMUSG00000097925,null
MGI:5477069,Gm26575,null,ENSMUSG00000097926,null
MGI:5477070,Gm26576,null,ENSMUSG00000097921,null
MGI:5477071,Gm26577,null,ENSMUSG00000097923,null
MGI:5477072,Gm26578,102641860,null,null
MGI:5477073,Gm26579,102633950,ENSMUSG00000097104,null
MGI:5477074,Gm26580,null,null,null
MGI:5477075,Gm26581,null,ENSMUSG00000097108,null
MGI:5477076,Gm26582,null,null,null
MGI:5477077,Gm26583,328166,ENSMUSG00000097476,null
MGI:5477078,Gm26584,null,null,null
MGI:5477079,Gm26585,null,ENSMUSG00000097473,null
MGI:5477080,Gm26586,null,ENSMUSG00000097472,null
MGI:5477081,Gm26587,null,ENSMUSG00000097470,null
MGI:5477082,Gm26588,102639841,ENSMUSG00000097730,null
MGI:5477083,Peak1os,102633516,ENSMUSG00000097111,null
MGI:5477084,Gm26590,115488381,ENSMUSG00000097533,null
MGI:5477085,Gm26591,null,null,null
MGI:5477086,Gm26592,null,ENSMUSG00000097535,null
MGI:5477087,Gm26593,null,null,null
MGI:5477088,Gm26594,null,ENSMUSG00000097189,null
MGI:5477089,Gm26595,null,ENSMUSG00000097186,null
MGI:5477090,Gm26596,null,ENSMUSG00000097185,null
MGI:5477091,Gm26597,108169082,ENSMUSG00000097228,null
MGI:5477092,Platr23,null,ENSMUSG00000097229,null
MGI:5477093,Gm26599,null,null,null
MGI:5477094,Gm26600,null,ENSMUSG00000097226,null
MGI:5477095,Gm26601,null,null,null
MGI:5477096,Gm26602,null,ENSMUSG00000097854,null
MGI:5477097,Gm26603,null,null,null
MGI:5477098,Gm26604,233045,ENSMUSG00000097079,null
MGI:5477099,Gm26605,null,null,null
MGI:5477100,Gm26606,null,null,null
MGI:5477101,Gm26607,null,ENSMUSG00000097670,null
MGI:5477102,Gm26608,102638633,ENSMUSG00000097673,null
MGI:5477103,Gm26609,null,null,null
MGI:5477104,Gm26610,null,null,null
MGI:5477105,Gm26611,105245027,ENSMUSG00000097677,null
MGI:5477106,Gm26612,null,ENSMUSG00000097676,null
MGI:5477107,Gm26613,null,null,null
MGI:5477108,Gm26614,null,ENSMUSG00000097240,null
MGI:5477109,Gm26615,102640635,null,null
MGI:5477110,Gm26616,null,ENSMUSG00000102425,null
MGI:5477111,Gm26617,null,null,null
MGI:5477112,Gm26618,102636641,ENSMUSG00000097342,null
MGI:5477113,Rps18-ps4,111365222,ENSMUSG00000097346,null
MGI:5477114,Gm26620,null,ENSMUSG00000096968,null
MGI:5477115,Gm26621,null,ENSMUSG00000096967,null
MGI:5477116,Gm26622,null,ENSMUSG00000096962,null
MGI:5477117,Gm26623,null,null,null
MGI:5477118,Gm26624,null,null,null
MGI:5477119,Gm26625,null,null,null
MGI:5477120,Gm26626,null,ENSMUSG00000097139,null
MGI:5477121,Gm26627,105242612,ENSMUSG00000097137,null
MGI:5477122,Gm26628,102632638,ENSMUSG00000097133,null
MGI:5477123,Gm26629,102631841,ENSMUSG00000097446,null
MGI:5477124,Gm26630,115488286,ENSMUSG00000097447,null
MGI:5477125,Gm26631,null,ENSMUSG00000097445,null
MGI:5477126,Gm26632,null,ENSMUSG00000097442,null
MGI:5477127,Gm26633,102633600,ENSMUSG00000097441,null
MGI:5477128,Gm26634,102631961,ENSMUSG00000097085,null
MGI:5477129,Gm26635,null,null,null
MGI:5477130,Gm26636,null,ENSMUSG00000097763,null
MGI:5477131,Gm26637,105246320,null,null
MGI:5477132,Gm26638,null,ENSMUSG00000097563,null
MGI:5477133,Gm26639,null,ENSMUSG00000097562,null
MGI:5477134,Gm26640,null,ENSMUSG00000097569,null
MGI:5477135,Gm26641,102638632,null,null
MGI:5477136,Gm26642,null,ENSMUSG00000097680,null
MGI:5477137,Gm26643,null,null,null
MGI:5477138,Gm26644,102639186,ENSMUSG00000097683,null
MGI:5477139,Gm26645,null,ENSMUSG00000097684,null
MGI:5477140,Gm26646,null,ENSMUSG00000097685,null
MGI:5477141,Gm26647,null,ENSMUSG00000097686,null
MGI:5477142,Gm26648,null,ENSMUSG00000097275,null
MGI:5477143,Gm26649,null,null,null
MGI:5477144,Gm26650,105245668,ENSMUSG00000097278,null
MGI:5477145,Gm26651,null,ENSMUSG00000097495,null
MGI:5477146,Gm26652,null,ENSMUSG00000097497,null
MGI:5477147,Gm26653,102640808,ENSMUSG00000097496,null
MGI:5477148,Gm26654,105244502,ENSMUSG00000097299,null
MGI:5477149,Gm26655,null,ENSMUSG00000097822,null
MGI:5477150,Gm26656,null,null,null
MGI:5477151,Gm26657,null,ENSMUSG00000096930,null
MGI:5477152,Gm26658,null,ENSMUSG00000096934,null
MGI:5477153,Gm26659,null,null,null
MGI:5477154,Gm26660,null,ENSMUSG00000097601,null
MGI:5477155,Gm26661,null,ENSMUSG00000097169,null
MGI:5477156,Gm26662,null,null,null
MGI:5477157,Gm26663,null,null,null
MGI:5477158,Gm26664,null,null,null
MGI:5477159,Gm26665,null,ENSMUSG00000097196,null
MGI:5477160,Gm26666,102634839,ENSMUSG00000097419,null
MGI:5477161,Mir155hg,100653389,ENSMUSG00000097418,null
MGI:5477162,Gm26668,null,null,null
MGI:5477163,Gm26669,null,null,null
MGI:5477164,Gm26670,null,ENSMUSG00000097416,null
MGI:5477165,Gm26671,102635136,ENSMUSG00000097339,null
MGI:5477166,Gm26672,null,ENSMUSG00000097330,null
MGI:5477167,Gm26673,null,ENSMUSG00000097596,null
MGI:5477168,Gm26674,null,ENSMUSG00000097597,null
MGI:5477169,Gm26675,null,null,null
MGI:5477170,Gm26676,null,ENSMUSG00000097593,null
MGI:5477171,Gm26677,null,null,null
MGI:5477172,Gm26678,null,null,null
MGI:5477173,Gm26679,102635698,ENSMUSG00000097903,null
MGI:5477174,Gm26680,115488285,ENSMUSG00000097901,null
MGI:5477175,Gm26681,null,null,null
MGI:5477176,Gm26682,102637682,ENSMUSG00000097888,null
MGI:5477177,Gm26683,null,null,null
MGI:5477178,Gm26684,102638507,ENSMUSG00000097286,null
MGI:5477179,Gm26685,102635083,ENSMUSG00000097281,null
MGI:5477180,Gm26686,null,ENSMUSG00000097283,null
MGI:5477181,Ptgs2os2,102639566,ENSMUSG00000097754,null
MGI:5477182,Gm26688,102633805,ENSMUSG00000097752,null
MGI:5477183,Gm26689,102632400,null,null
MGI:5477184,Gm26690,null,null,null
MGI:5477185,Gm26691,102632484,ENSMUSG00000097911,null
MGI:5477186,Gm26692,null,ENSMUSG00000097035,null
MGI:5477187,Gm26693,null,ENSMUSG00000097030,null
MGI:5477188,Gm26694,null,null,null
MGI:5477189,Gm26695,null,null,null
MGI:5477190,Gm26696,null,ENSMUSG00000097513,null
MGI:5477191,Gm26697,102638818,null,null
MGI:5477192,Gm26698,102635544,null,null
MGI:5477193,Gm26699,null,null,null
MGI:5477194,Gm26700,null,null,null
MGI:5477195,Gm26701,null,ENSMUSG00000097202,null
MGI:5477196,Gm26702,null,null,null
MGI:5477197,Gm26703,330143,ENSMUSG00000097877,null
MGI:5477198,Gm26704,105245938,ENSMUSG00000097875,null
MGI:5477199,Gm26705,381967,ENSMUSG00000097015,null
MGI:5477200,Gm26706,null,null,null
MGI:5477201,Gm26707,null,ENSMUSG00000097017,null
MGI:5477202,Gm26708,102633347,ENSMUSG00000097016,null
MGI:5477203,Gm26709,null,ENSMUSG00000097010,null
MGI:5477204,Gm26710,102633244,null,null
MGI:5477205,Gm26711,null,null,null
MGI:5477206,Gm26712,null,ENSMUSG00000097656,null
MGI:5477207,Gm26713,null,ENSMUSG00000097655,null
MGI:5477208,Gm26714,null,ENSMUSG00000097654,null
MGI:5477209,Gm26715,102635928,null,null
MGI:5477210,Gm26716,null,ENSMUSG00000097224,null
MGI:5477211,Gm26717,102642443,ENSMUSG00000097363,null
MGI:5477212,Gm26718,null,null,null
MGI:5477213,Gm26719,null,null,null
MGI:5477214,Gm26720,null,null,null
MGI:5477215,Gm26721,105243235,null,null
MGI:5477216,Gm26722,null,null,null
MGI:5477217,Gm26723,null,null,null
MGI:5477218,Gm26724,null,ENSMUSG00000097090,null
MGI:5477219,Gm26725,102635521,ENSMUSG00000097092,null
MGI:5477220,Gm26726,null,ENSMUSG00000097110,null
MGI:5477221,Gm26727,null,null,null
MGI:5477222,Gm26728,102635868,ENSMUSG00000101162,null
MGI:5477223,Gm26729,null,ENSMUSG00000097116,null
MGI:5477224,Gm26730,102636436,null,null
MGI:5477225,Gm26731,null,ENSMUSG00000097349,null
MGI:5477226,Gm26732,null,null,null
MGI:5477227,Gm26733,null,null,null
MGI:5477228,Gm26734,null,null,null
MGI:5477229,Sox4os1,null,null,null
MGI:5477230,Gm26736,null,ENSMUSG00000097464,null
MGI:5477231,Gm26737,null,ENSMUSG00000097467,null
MGI:5477232,Gm26738,null,ENSMUSG00000097700,null
MGI:5477233,Gm26739,null,ENSMUSG00000097702,null
MGI:5477234,Gm26740,102637787,ENSMUSG00000097705,null
MGI:5477235,Gm26741,null,ENSMUSG00000097704,null
MGI:5477236,Gm26742,null,null,null
MGI:5477237,Gm26743,null,ENSMUSG00000097067,null
MGI:5477238,Gm26744,105246086,ENSMUSG00000097401,null
MGI:5477239,Gm26745,null,null,null
MGI:5477240,Gm26746,null,ENSMUSG00000097780,null
MGI:5477241,Gm26747,102636945,ENSMUSG00000097783,null
MGI:5477242,Gm26748,102635772,ENSMUSG00000097548,null
MGI:5477243,Gm26749,null,ENSMUSG00000097546,null
MGI:5477244,Gm26750,null,null,null
MGI:5477245,Gm26751,null,null,null
MGI:5477246,Gm26752,102631579,null,null
MGI:5477247,Gm26753,null,null,null
MGI:5477248,Gm26754,null,ENSMUSG00000114616,null
MGI:5477249,Gm26755,null,null,null
MGI:5477250,Gm26756,null,ENSMUSG00000097840,null
MGI:5477251,Gm26757,null,null,null
MGI:5477252,Platr2,null,null,null
MGI:5477253,Gm26759,null,ENSMUSG00000097060,null
MGI:5477254,Gm26760,105246020,ENSMUSG00000097068,null
MGI:5477255,Gm26761,102633882,ENSMUSG00000097668,null
MGI:5477256,Gm26762,null,null,null
MGI:5477257,Gm26763,102633440,null,null
MGI:5477258,Gm26764,null,null,null
MGI:5477259,Gm26765,null,null,null
MGI:5477260,Gm26766,115488529,ENSMUSG00000097259,null
MGI:5477261,Gm26767,null,null,null
MGI:5477262,Gm26768,null,null,null
MGI:5477263,Gm26769,null,ENSMUSG00000097256,null
MGI:5477264,Gm26770,null,ENSMUSG00000097253,null
MGI:5477265,Gm26771,null,ENSMUSG00000097250,null
MGI:5477266,Gm26772,null,null,null
MGI:5477267,Gm26773,null,null,null
MGI:5477268,Gm26774,null,ENSMUSG00000097356,null
MGI:5477269,Gm26775,null,null,null
MGI:5477270,Gm26776,null,null,null
MGI:5477271,Gm26777,102632019,ENSMUSG00000097801,null
MGI:5477272,Gm26778,null,null,null
MGI:5477273,Gm26779,null,ENSMUSG00000097140,null
MGI:5477274,Gm26780,null,null,null
MGI:5477275,Gm26781,null,ENSMUSG00000097433,null
MGI:5477276,Gm26782,102640338,ENSMUSG00000097431,null
MGI:5477277,Gm26783,null,ENSMUSG00000097435,null
MGI:5477278,Gm26784,null,ENSMUSG00000097438,null
MGI:5477279,Gm26785,null,null,null
MGI:5477280,Gm26786,null,null,null
MGI:5477281,Gm26787,102637672,ENSMUSG00000096993,null
MGI:5477282,Gm26788,null,ENSMUSG00000096992,null
MGI:5477283,Gm26789,null,ENSMUSG00000096991,null
MGI:5477284,Gm26790,null,null,null
MGI:5477285,Gm26791,null,ENSMUSG00000096997,null
MGI:5477286,Gm26792,null,null,null
MGI:5477287,Gm26793,102638461,ENSMUSG00000096999,null
MGI:5477288,Gm26794,null,null,null
MGI:5477289,Gm26795,105243155,ENSMUSG00000097776,null
MGI:5477290,Gm26796,null,ENSMUSG00000097575,null
MGI:5477291,Gm26797,108167690,ENSMUSG00000097572,null
MGI:5477292,Gm26798,null,null,null
MGI:5477293,Gm26799,105242738,null,null
MGI:5477294,Gm26800,105246122,ENSMUSG00000097896,null
MGI:5477295,Gm26801,null,ENSMUSG00000097892,null
MGI:5477296,Gm26802,105242862,ENSMUSG00000097266,null
MGI:5477297,Gm26803,null,ENSMUSG00000097265,null
MGI:5477298,Gm26804,null,null,null
MGI:5477299,Gm26805,null,ENSMUSG00000097268,null
MGI:5477300,Gm26806,null,ENSMUSG00000097483,null
MGI:5477301,Gm26807,null,ENSMUSG00000097484,null
MGI:5477302,Gm26808,102638769,null,null
MGI:5477303,Gm26809,null,null,null
MGI:5477304,Gm26810,null,ENSMUSG00000097817,null
MGI:5477305,Gm26811,null,ENSMUSG00000097816,null
MGI:5477306,Gm26812,102637329,ENSMUSG00000097812,null
MGI:5477307,Gm26813,null,ENSMUSG00000097819,null
MGI:5477308,Gm26814,null,ENSMUSG00000097385,null
MGI:5477309,Gm26815,null,ENSMUSG00000097384,null
MGI:5477310,Gm26816,null,null,null
MGI:5477311,Gm26817,null,ENSMUSG00000097382,null
MGI:5477312,Gm26818,null,null,null
MGI:5477313,Gm26819,null,null,null
MGI:5477314,Gm26820,null,ENSMUSG00000097031,null
MGI:5477315,Nova2os,null,null,null
MGI:5477316,Gm26822,null,ENSMUSG00000096921,null
MGI:5477317,Gm26823,null,null,null
MGI:5477318,Gm26824,null,null,null
MGI:5477319,Gm26825,null,null,null
MGI:5477320,Gm26826,null,ENSMUSG00000097635,null
MGI:5477321,Gm26827,null,ENSMUSG00000097634,null
MGI:5477322,Gm26828,null,ENSMUSG00000097630,null
MGI:5477323,Gm26829,null,null,null
MGI:5477324,Gm26830,null,null,null
MGI:5477325,Gm26831,null,ENSMUSG00000097408,null
MGI:5477326,Gm26832,102639530,ENSMUSG00000097409,null
MGI:5477327,Gm26833,null,ENSMUSG00000097406,null
MGI:5477328,Gm26834,null,ENSMUSG00000097307,null
MGI:5477329,Gm26835,null,null,null
MGI:5477330,Gm26836,null,null,null
MGI:5477331,Gm26837,null,null,null
MGI:5477332,Gm26838,null,ENSMUSG00000097914,null
MGI:5477333,Gm26839,102639404,ENSMUSG00000097917,null
MGI:5477334,Gm26840,null,null,null
MGI:5477335,Gm26841,null,null,null
MGI:5477336,Gm26842,null,null,null
MGI:5477337,Gm26843,102632635,ENSMUSG00000110559,null
MGI:5477338,Gm26844,102638947,ENSMUSG00000097522,null
MGI:5477339,Platr31,null,ENSMUSG00000097525,null
MGI:5477340,Gm26846,null,null,null
MGI:5477341,Gm26847,102633407,null,null
MGI:5477342,Gm26848,null,null,null
MGI:5477343,Gm26849,105243448,null,null
MGI:5477344,Gm26850,null,ENSMUSG00000097724,null
MGI:5477345,Gm26851,102632590,null,null
MGI:5477346,Gm26852,null,ENSMUSG00000097231,null
MGI:5477347,Gm26853,null,null,null
MGI:5477348,Gm26854,null,ENSMUSG00000097232,null
MGI:5477349,Gm26855,null,null,null
MGI:5477350,Gm26856,null,null,null
MGI:5477351,Gm26857,null,null,null
MGI:5477352,Gm26858,null,null,null
MGI:5477353,Gm26859,null,null,null
MGI:5477354,Gm26860,null,null,null
MGI:5477355,Gm26861,108168064,ENSMUSG00000097009,null
MGI:5477356,Gm26862,null,ENSMUSG00000097644,null
MGI:5477357,Gm26863,null,null,null
MGI:5477358,Gm26864,null,ENSMUSG00000097646,null
MGI:5477359,Gm26865,null,ENSMUSG00000097641,null
MGI:5477360,Gm26866,null,ENSMUSG00000097642,null
MGI:5477361,Gm26867,null,null,null
MGI:5477362,Gm26868,102634011,ENSMUSG00000097870,null
MGI:5477363,Gm26869,null,null,null
MGI:5477364,Gm26870,null,null,null
MGI:5477365,Gm26871,102634933,ENSMUSG00000097311,null
MGI:5477366,Gm26872,null,ENSMUSG00000097018,null
MGI:5477367,Gm26873,105246223,ENSMUSG00000097379,null
MGI:5477368,Gm26874,null,null,null
MGI:5477369,Gm26875,null,ENSMUSG00000097371,null
MGI:5477370,Gm26876,102633634,ENSMUSG00000097372,null
MGI:5477371,Gm26877,null,ENSMUSG00000097373,null
MGI:5477372,Gm26878,102636330,ENSMUSG00000097087,null
MGI:5477373,Gm26879,null,ENSMUSG00000097089,null
MGI:5477374,Gm26880,null,null,null
MGI:5477375,Gm26881,null,ENSMUSG00000096974,null
MGI:5477376,Gm26882,null,null,null
MGI:5477377,Gm26883,null,null,null
MGI:5477378,Gm26884,null,null,null
MGI:5477379,Gm26885,102640282,ENSMUSG00000097125,null
MGI:5477380,Gm26886,null,ENSMUSG00000097127,null
MGI:5477381,Gm26887,null,ENSMUSG00000097120,null
MGI:5477382,Gm26888,null,null,null
MGI:5477383,Gm26889,null,null,null
MGI:5477384,Gm26890,null,null,null
MGI:5477385,Gm26891,105247244,ENSMUSG00000097455,null
MGI:5477386,Gm26892,null,null,null
MGI:5477387,Gm26893,115488280,ENSMUSG00000097450,null
MGI:5477388,Gm26894,null,null,null
MGI:5477389,Gm26895,null,null,null
MGI:5477390,Gm26896,null,null,null
MGI:5477391,Gm26897,null,ENSMUSG00000096949,null
MGI:5477392,Gm26898,null,ENSMUSG00000097798,null
MGI:5477393,Gm26899,null,null,null
MGI:5477394,Gm26900,null,null,null
MGI:5477395,Gm26901,102632124,ENSMUSG00000097797,null
MGI:5477396,Gm26902,null,ENSMUSG00000097558,null
MGI:5477397,Gm26903,null,ENSMUSG00000097836,null
MGI:5477398,Gm26904,null,null,null
MGI:5477399,Gm26905,null,null,null
MGI:5477400,Gm26906,null,null,null
MGI:5477401,Gm26907,null,ENSMUSG00000097241,null
MGI:5477402,Gm26908,102636905,null,null
MGI:5477403,Gm26909,null,null,null
MGI:5477404,Gm26910,102632394,ENSMUSG00000097835,null
MGI:5477405,Gm26911,102637100,ENSMUSG00000097834,null
MGI:5477406,Gm26912,null,ENSMUSG00000097832,null
MGI:5484627,Mut1681,null,null,null
MGI:5484629,Mut1696,null,null,null
MGI:5484631,Mut1704,null,null,null
MGI:5484633,Mut1756,null,null,null
MGI:5487560,Btnt2,null,null,null
MGI:5488928,Gena15,null,null,null
MGI:5488929,Gena115,null,null,null
MGI:5488931,Gena119,null,null,null
MGI:5488933,Gena127,null,null,null
MGI:5489923,Sum1,null,null,null
MGI:5489926,Sum2,null,null,null
MGI:5489927,Sum4,null,null,null
MGI:5489928,Sum5,null,null,null
MGI:5490252,enu164,null,null,null
MGI:5490254,enu67,null,null,null
MGI:5490279,Gena187,null,null,null
MGI:5490281,Gena111,null,null,null
MGI:5490283,Gena401,null,null,null
MGI:5490285,Gena185,null,null,null
MGI:5490287,Gena155,null,null,null
MGI:5490289,Gena151,null,null,null
MGI:5490291,Gena144,null,null,null
MGI:5490293,Gena140,null,null,null
MGI:5490295,Gena397,null,null,null
MGI:5490296,Gena396,null,null,null
MGI:5490298,Gena377,null,null,null
MGI:5490300,Gena371,null,null,null
MGI:5490302,Gena357,null,null,null
MGI:5490304,Gena353,null,null,null
MGI:5490306,Gena344,null,null,null
MGI:5490308,Gena323,null,null,null
MGI:5490310,Gena316,null,null,null
MGI:5490312,Gena359,null,null,null
MGI:5490314,Gena346,null,null,null
MGI:5490316,Gena318,null,null,null
MGI:5490318,Gena26,null,null,null
MGI:5490320,Gena217,null,null,null
MGI:5490322,Gena214,null,null,null
MGI:5490324,Gena143,null,null,null
MGI:5490326,Gena382,null,null,null
MGI:5490328,Gena313,null,null,null
MGI:5490330,Gena172,null,null,null
MGI:5490334,Gena381,null,null,null
MGI:5490336,Gena394,null,null,null
MGI:5490891,Mir7578,102466836,ENSMUSG00000098812,null
MGI:5491152,b2b1511Clo,null,null,null
MGI:5491154,b2b1511.1Clo,null,null,null
MGI:5491155,b2b1511.2Clo,null,null,null
MGI:5491156,b2b2012Clo,null,null,null
MGI:5491157,b2b2012.1Clo,null,null,null
MGI:5491158,b2b2012.2Clo,null,null,null
MGI:5491159,b2b2025Clo,null,null,null
MGI:5491160,b2b2059Clo,null,null,null
MGI:5491161,b2b2101Clo,null,null,null
MGI:5491162,b2b2153Clo,null,null,null
MGI:5491168,b2b2187Clo,null,null,null
MGI:5491173,b2b2289Clo,null,null,null
MGI:5491174,b2b2350Clo,null,null,null
MGI:5495791,Play65,null,null,null
MGI:5495792,Play72,null,null,null
MGI:5495793,Play78,null,null,null
MGI:5495794,Play79,null,null,null
MGI:5495795,Play81,null,null,null
MGI:5495796,Play82,null,null,null
MGI:5495797,Play1,null,null,null
MGI:5495799,Play16,null,null,null
MGI:5495800,Play19,null,null,null
MGI:5495801,Play31,null,null,null
MGI:5495802,Play32,null,null,null
MGI:5495803,Play40,null,null,null
MGI:5495804,Play42,null,null,null
MGI:5495805,Play44,null,null,null
MGI:5495806,Play47,null,null,null
MGI:5496844,Tas2,null,null,null
MGI:5496920,Tas4,null,null,null
MGI:5498478,b2b2110Clo,null,null,null
MGI:5498480,b2b2110.1Clo,null,null,null
MGI:5498482,b2b2110.2Clo,null,null,null
MGI:5498670,hipr,null,null,null
MGI:5499179,Pedm32,null,null,null
