NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
NDUFS5,NADH:ubiquinone oxidoreductase subunit S5 [Source:HGNC Symbol;Acc:HGNC:7712],null,null,-0.78075486
RPL38,ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:10349],null,null,-0.78107786
UQCC3,ubiquinol-cytochrome c reductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:34399],null,null,-0.7812263
THYN1,thymocyte nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:29560],null,null,-0.7813222
POLR1D,RNA polymerase I and III subunit D [Source:HGNC Symbol;Acc:HGNC:20422],null,null,-0.7816152
ZBP1,Z-DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:16176],null,null,-0.7816393
DNAAF4,dynein axonemal assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:21493],null,null,-0.7820058
AMN1,antagonist of mitotic exit network 1 homolog [Source:HGNC Symbol;Acc:HGNC:27281],null,null,-0.78212756
TMEM234,transmembrane protein 234 [Source:HGNC Symbol;Acc:HGNC:28837],null,null,-0.78250706
ALDH1L2,aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777],null,null,-0.7825617
CYSTM1,cysteine rich transmembrane module containing 1 [Source:HGNC Symbol;Acc:HGNC:30239],null,null,-0.78280544
ADM,adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259],null,null,-0.7828728
MED21,mediator complex subunit 21 [Source:HGNC Symbol;Acc:HGNC:11473],null,null,-0.78324735
UQCR10,"ubiquinol-cytochrome c reductase, complex III subunit X [Source:HGNC Symbol;Acc:HGNC:30863]",null,null,-0.7833308
FAM98C,family with sequence similarity 98 member C [Source:HGNC Symbol;Acc:HGNC:27119],null,null,-0.7837191
STYXL1,serine/threonine/tyrosine interacting like 1 [Source:HGNC Symbol;Acc:HGNC:18165],null,null,-0.78385216
PARP4,poly(ADP-ribose) polymerase family member 4 [Source:HGNC Symbol;Acc:HGNC:271],null,null,-0.7842413
PDCD6,programmed cell death 6 [Source:HGNC Symbol;Acc:HGNC:8765],null,null,-0.78427947
NMI,N-myc and STAT interactor [Source:HGNC Symbol;Acc:HGNC:7854],null,null,-0.7844166
PLSCR1,phospholipid scramblase 1 [Source:HGNC Symbol;Acc:HGNC:9092],null,null,-0.7847081
BORCS6,BLOC-1 related complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25939],null,null,-0.78472173
GABARAPL2,GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291],null,null,-0.78529525
S100A16,S100 calcium binding protein A16 [Source:HGNC Symbol;Acc:HGNC:20441],null,null,-0.78530645
CA11,carbonic anhydrase 11 [Source:HGNC Symbol;Acc:HGNC:1370],null,null,-0.78533953
RFC3,replication factor C subunit 3 [Source:HGNC Symbol;Acc:HGNC:9971],null,null,-0.78547513
SNAPC3,small nuclear RNA activating complex polypeptide 3 [Source:HGNC Symbol;Acc:HGNC:11136],null,null,-0.78586084
GCHFR,GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194],null,null,-0.7859855
MSRB1,methionine sulfoxide reductase B1 [Source:HGNC Symbol;Acc:HGNC:14133],null,null,-0.7863962
TSR3,TSR3 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175],null,null,-0.7864852
KCNAB3,potassium voltage-gated channel subfamily A regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6230],null,null,-0.7871879
COMMD2,COMM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24993],null,null,-0.78733
RPP21,ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300],null,null,-0.78809655
SDHAF1,succinate dehydrogenase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:33867],null,null,-0.78865063
QDPR,quinoid dihydropteridine reductase [Source:HGNC Symbol;Acc:HGNC:9752],null,null,-0.7886679
AUH,AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890],null,null,-0.788973
SRD5A2,steroid 5 alpha-reductase 2 [Source:HGNC Symbol;Acc:HGNC:11285],null,null,-0.78923965
CFAP61,cilia and flagella associated protein 61 [Source:HGNC Symbol;Acc:HGNC:15872],null,null,-0.7892511
SENP2,SUMO specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:23116],null,null,-0.78953695
TMEM208,transmembrane protein 208 [Source:HGNC Symbol;Acc:HGNC:25015],null,null,-0.7897295
CCK,cholecystokinin [Source:HGNC Symbol;Acc:HGNC:1569],null,null,-0.7902002
DTYMK,deoxythymidylate kinase [Source:HGNC Symbol;Acc:HGNC:3061],null,null,-0.79032356
CBR1,carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548],null,null,-0.7905112
FBP1,fructose-bisphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3606],null,null,-0.7906022
PPM1J,"protein phosphatase, Mg2+/Mn2+ dependent 1J [Source:HGNC Symbol;Acc:HGNC:20785]",null,null,-0.79069126
ATG4D,autophagy related 4D cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20789],null,null,-0.79082245
LAMTOR4,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4 [Source:HGNC Symbol;Acc:HGNC:33772]",null,null,-0.7914132
SELENOK,selenoprotein K [Source:HGNC Symbol;Acc:HGNC:30394],null,null,-0.79209214
DBNDD2,dysbindin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15881],null,null,-0.7923008
MRPL14,mitochondrial ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:14279],null,null,-0.79240435
VCPKMT,valosin containing protein lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:20352],null,null,-0.79242647
RMC1,regulator of MON1-CCZ1 [Source:HGNC Symbol;Acc:HGNC:24326],null,null,-0.79261327
ADRM1,adhesion regulating molecule 1 [Source:HGNC Symbol;Acc:HGNC:15759],null,null,-0.7928416
GPN2,GPN-loop GTPase 2 [Source:HGNC Symbol;Acc:HGNC:25513],null,null,-0.7931154
PFDN6,prefoldin subunit 6 [Source:HGNC Symbol;Acc:HGNC:4926],null,null,-0.79326594
TMEM60,transmembrane protein 60 [Source:HGNC Symbol;Acc:HGNC:21754],null,null,-0.79336035
PRMT2,protein arginine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:5186],null,null,-0.7940531
GPBP1L1,GC-rich promoter binding protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28843],null,null,-0.794317
CYP2R1,cytochrome P450 family 2 subfamily R member 1 [Source:HGNC Symbol;Acc:HGNC:20580],null,null,-0.79496753
ARPC5L,actin related protein 2/3 complex subunit 5 like [Source:HGNC Symbol;Acc:HGNC:23366],null,null,-0.7952063
ATP5ME,ATP synthase membrane subunit e [Source:HGNC Symbol;Acc:HGNC:846],null,null,-0.7952197
CIAO2B,cytosolic iron-sulfur assembly component 2B [Source:HGNC Symbol;Acc:HGNC:24261],null,null,-0.79548776
PRR13,proline rich 13 [Source:HGNC Symbol;Acc:HGNC:24528],null,null,-0.79634553
HAUS5,HAUS augmin like complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:29130],null,null,-0.7970442
CLRN1,clarin 1 [Source:HGNC Symbol;Acc:HGNC:12605],null,null,-0.7970645
POLR2D,RNA polymerase II subunit D [Source:HGNC Symbol;Acc:HGNC:9191],null,null,-0.79715997
GTF2H5,general transcription factor IIH subunit 5 [Source:HGNC Symbol;Acc:HGNC:21157],null,null,-0.7971795
CD47,CD47 molecule [Source:HGNC Symbol;Acc:HGNC:1682],null,null,-0.79744935
UQCC2,ubiquinol-cytochrome c reductase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:21237],null,null,-0.79754835
COX20,cytochrome c oxidase assembly factor COX20 [Source:HGNC Symbol;Acc:HGNC:26970],null,null,-0.79763293
SENP3,SUMO specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:17862],null,null,-0.7981807
SNRPD2,small nuclear ribonucleoprotein D2 polypeptide [Source:HGNC Symbol;Acc:HGNC:11159],null,null,-0.79827905
EMC8,ER membrane protein complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:7864],null,null,-0.79836524
GUCA2A,guanylate cyclase activator 2A [Source:HGNC Symbol;Acc:HGNC:4682],null,null,-0.7984619
ENO2,enolase 2 [Source:HGNC Symbol;Acc:HGNC:3353],null,null,-0.798658
EEF1AKMT2,EEF1A lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33787],null,null,-0.79902506
TSTD1,thiosulfate sulfurtransferase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:35410],null,null,-0.7993258
PDZD11,PDZ domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28034],null,null,-0.79969984
ATG101,autophagy related 101 [Source:HGNC Symbol;Acc:HGNC:25679],null,null,-0.79978186
ZAP70,zeta chain of T cell receptor associated protein kinase 70 [Source:HGNC Symbol;Acc:HGNC:12858],null,null,-0.79985523
ATP5MD,ATP synthase membrane subunit DAPIT [Source:HGNC Symbol;Acc:HGNC:30889],null,null,-0.80003613
BCL2L15,BCL2 like 15 [Source:HGNC Symbol;Acc:HGNC:33624],null,null,-0.8000769
COX14,cytochrome c oxidase assembly factor COX14 [Source:HGNC Symbol;Acc:HGNC:28216],null,null,-0.8005595
PSMB4,proteasome 20S subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:9541],null,null,-0.80062664
C9orf78,chromosome 9 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:24932],null,null,-0.80062675
PRELID3B,PRELI domain containing 3B [Source:HGNC Symbol;Acc:HGNC:15892],null,null,-0.80071753
C8orf33,chromosome 8 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26104],null,null,-0.8013239
LTB,lymphotoxin beta [Source:HGNC Symbol;Acc:HGNC:6711],null,null,-0.80174357
METRN,"meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:14151]",null,null,-0.8017557
ZSWIM7,zinc finger SWIM-type containing 7 [Source:HGNC Symbol;Acc:HGNC:26993],null,null,-0.8018276
CCDC83,coiled-coil domain containing 83 [Source:HGNC Symbol;Acc:HGNC:28535],null,null,-0.80210334
BCL3,BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998],null,null,-0.80213666
SF3B5,splicing factor 3b subunit 5 [Source:HGNC Symbol;Acc:HGNC:21083],null,null,-0.8022853
MEAF6,MYST/Esa1 associated factor 6 [Source:HGNC Symbol;Acc:HGNC:25674],null,null,-0.80257183
JMJD7,jumonji domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34397],null,null,-0.80272985
COA3,cytochrome c oxidase assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:24990],null,null,-0.8031372
CYS1,cystin 1 [Source:HGNC Symbol;Acc:HGNC:18525],null,null,-0.80314237
SIRT7,sirtuin 7 [Source:HGNC Symbol;Acc:HGNC:14935],null,null,-0.80315006
TMF1,TATA element modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:11870],null,null,-0.80365247
SERF2,small EDRK-rich factor 2 [Source:HGNC Symbol;Acc:HGNC:10757],null,null,-0.80371016
LBHD1,LBH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28351],null,null,-0.80399203
CRIP1,cysteine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2360],null,null,-0.80458087
SVBP,small vasohibin binding protein [Source:HGNC Symbol;Acc:HGNC:29204],null,null,-0.8047344
RPL22L1,ribosomal protein L22 like 1 [Source:HGNC Symbol;Acc:HGNC:27610],null,null,-0.8049304
PRR15L,proline rich 15 like [Source:HGNC Symbol;Acc:HGNC:28149],null,null,-0.805196
BAD,BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936],null,null,-0.80546284
SNRPC,small nuclear ribonucleoprotein polypeptide C [Source:HGNC Symbol;Acc:HGNC:11157],null,null,-0.8057847
GOLGA1,golgin A1 [Source:HGNC Symbol;Acc:HGNC:4424],null,null,-0.8058321
DIABLO,diablo IAP-binding mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:21528],null,null,-0.80585015
TRAPPC2L,trafficking protein particle complex 2 like [Source:HGNC Symbol;Acc:HGNC:30887],null,null,-0.8067368
DCAF15,DDB1 and CUL4 associated factor 15 [Source:HGNC Symbol;Acc:HGNC:25095],null,null,-0.8067628
HFM1,helicase for meiosis 1 [Source:HGNC Symbol;Acc:HGNC:20193],null,null,-0.8068339
ARIH2,ariadne RBR E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:690],null,null,-0.80797255
TMEM140,transmembrane protein 140 [Source:HGNC Symbol;Acc:HGNC:21870],null,null,-0.8087913
TBCA,tubulin folding cofactor A [Source:HGNC Symbol;Acc:HGNC:11579],null,null,-0.8089704
GCH1,GTP cyclohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:4193],null,null,-0.8090988
CHURC1,churchill domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20099],null,null,-0.80924636
ERICH6,glutamate rich 6 [Source:HGNC Symbol;Acc:HGNC:28602],null,null,-0.809593
SULT2B1,sulfotransferase family 2B member 1 [Source:HGNC Symbol;Acc:HGNC:11459],null,null,-0.8098613
TIPIN,TIMELESS interacting protein [Source:HGNC Symbol;Acc:HGNC:30750],null,null,-0.80989254
NRN1L,neuritin 1 like [Source:HGNC Symbol;Acc:HGNC:29811],null,null,-0.8100185
GADD45A,growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095],null,null,-0.8104644
PCYT2,"phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]",null,null,-0.8106763
ATP6V1F,ATPase H+ transporting V1 subunit F [Source:HGNC Symbol;Acc:HGNC:16832],null,null,-0.81087387
TMEM82,transmembrane protein 82 [Source:HGNC Symbol;Acc:HGNC:32350],null,null,-0.81098944
RNF186,ring finger protein 186 [Source:HGNC Symbol;Acc:HGNC:25978],null,null,-0.811506
U2AF1L5,U2 small nuclear RNA auxiliary factor 1 like 5 [Source:HGNC Symbol;Acc:HGNC:51830],null,null,-0.81155604
HRAS,"HRas proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:5173]",null,null,-0.81200814
ST20-MTHFS,ST20-MTHFS readthrough [Source:HGNC Symbol;Acc:HGNC:44655],null,null,-0.81205606
ANAPC13,anaphase promoting complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:24540],null,null,-0.8124775
S100A10,S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:HGNC:10487],null,null,-0.8125864
EIF4A2,eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284],null,null,-0.8130988
COQ8B,coenzyme Q8B [Source:HGNC Symbol;Acc:HGNC:19041],null,null,-0.8131502
LGALS3,galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563],null,null,-0.81347114
CHMP4B,charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:HGNC:16171],null,null,-0.8135247
ZBTB17,zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936],null,null,-0.8135556
APOBEC1,apolipoprotein B mRNA editing enzyme catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:604],null,null,-0.81361717
BUD31,BUD31 homolog [Source:HGNC Symbol;Acc:HGNC:29629],null,null,-0.8137419
RAB19,"RAB19, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:19982]",null,null,-0.814545
S100A1,S100 calcium binding protein A1 [Source:HGNC Symbol;Acc:HGNC:10486],null,null,-0.8147405
ARPC1B,actin related protein 2/3 complex subunit 1B [Source:HGNC Symbol;Acc:HGNC:704],null,null,-0.8148756
SEMA5B,semaphorin 5B [Source:HGNC Symbol;Acc:HGNC:10737],null,null,-0.8149406
MCFD2,multiple coagulation factor deficiency 2 [Source:HGNC Symbol;Acc:HGNC:18451],null,null,-0.81513125
BRI3,brain protein I3 [Source:HGNC Symbol;Acc:HGNC:1109],null,null,-0.8151553
ARL13A,ADP ribosylation factor like GTPase 13A [Source:HGNC Symbol;Acc:HGNC:31709],null,null,-0.81542933
CSTB,cystatin B [Source:HGNC Symbol;Acc:HGNC:2482],null,null,-0.8155271
UBXN6,UBX domain protein 6 [Source:HGNC Symbol;Acc:HGNC:14928],null,null,-0.81572735
C22orf39,chromosome 22 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:27012],null,null,-0.81574446
FAM118A,family with sequence similarity 118 member A [Source:HGNC Symbol;Acc:HGNC:1313],null,null,-0.8158451
TMEM125,transmembrane protein 125 [Source:HGNC Symbol;Acc:HGNC:28275],null,null,-0.8158897
SPINT2,"serine peptidase inhibitor, Kunitz type 2 [Source:HGNC Symbol;Acc:HGNC:11247]",null,null,-0.81592155
TUBD1,tubulin delta 1 [Source:HGNC Symbol;Acc:HGNC:16811],null,null,-0.81596977
SELENOW,selenoprotein W [Source:HGNC Symbol;Acc:HGNC:10752],null,null,-0.8163128
DTHD1,death domain containing 1 [Source:HGNC Symbol;Acc:HGNC:37261],null,null,-0.81646687
MRPL12,mitochondrial ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10378],null,null,-0.8168765
PRPF4B,pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:HGNC:17346],null,null,-0.8169348
COQ9,coenzyme Q9 [Source:HGNC Symbol;Acc:HGNC:25302],null,null,-0.816944
CHAC1,ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:HGNC Symbol;Acc:HGNC:28680],null,null,-0.81697434
ARMC6,armadillo repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:25049],null,null,-0.8170788
MPP3,membrane palmitoylated protein 3 [Source:HGNC Symbol;Acc:HGNC:7221],null,null,-0.8171069
MAPK13,mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875],null,null,-0.8177186
POP4,"POP4 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30081]",null,null,-0.8179272
DBI,"diazepam binding inhibitor, acyl-CoA binding protein [Source:HGNC Symbol;Acc:HGNC:2690]",null,null,-0.81793475
IER2,immediate early response 2 [Source:HGNC Symbol;Acc:HGNC:28871],null,null,-0.81799775
HAGH,hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:HGNC:4805],null,null,-0.8182432
CYP27A1,cytochrome P450 family 27 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2605],null,null,-0.81841105
AMH,anti-Mullerian hormone [Source:HGNC Symbol;Acc:HGNC:464],null,null,-0.8186178
TBCB,tubulin folding cofactor B [Source:HGNC Symbol;Acc:HGNC:1989],null,null,-0.81930673
MYL12A,myosin light chain 12A [Source:HGNC Symbol;Acc:HGNC:16701],null,null,-0.81962764
VKORC1L1,vitamin K epoxide reductase complex subunit 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21492],null,null,-0.81996155
DENND2D,DENN domain containing 2D [Source:HGNC Symbol;Acc:HGNC:26192],null,null,-0.8200354
NDUFB7,NADH:ubiquinone oxidoreductase subunit B7 [Source:HGNC Symbol;Acc:HGNC:7702],null,null,-0.82032984
C1orf174,chromosome 1 open reading frame 174 [Source:HGNC Symbol;Acc:HGNC:27915],null,null,-0.82087094
ZNF821,zinc finger protein 821 [Source:HGNC Symbol;Acc:HGNC:28043],null,null,-0.8216186
TIMM17A,translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315],null,null,-0.82178986
WSB1,WD repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:19221],null,null,-0.8222112
TSEN54,tRNA splicing endonuclease subunit 54 [Source:HGNC Symbol;Acc:HGNC:27561],null,null,-0.8222521
PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1 [Source:HGNC Symbol;Acc:HGNC:8988]",null,null,-0.82247174
S100A14,S100 calcium binding protein A14 [Source:HGNC Symbol;Acc:HGNC:18901],null,null,-0.82289433
FBXL15,F-box and leucine rich repeat protein 15 [Source:HGNC Symbol;Acc:HGNC:28155],null,null,-0.8247991
SAPCD2,suppressor APC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28055],null,null,-0.8249732
MPST,mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:7223],null,null,-0.82536423
PABPN1,poly(A) binding protein nuclear 1 [Source:HGNC Symbol;Acc:HGNC:8565],null,null,-0.8257094
SFT2D1,SFT2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21102],null,null,-0.826092
UROS,uroporphyrinogen III synthase [Source:HGNC Symbol;Acc:HGNC:12592],null,null,-0.8261437
DCTN3,dynactin subunit 3 [Source:HGNC Symbol;Acc:HGNC:2713],null,null,-0.82614416
COPS9,COP9 signalosome subunit 9 [Source:HGNC Symbol;Acc:HGNC:21314],null,null,-0.826233
UTF1,undifferentiated embryonic cell transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12634],null,null,-0.8265438
LYRM7,LYR motif containing 7 [Source:HGNC Symbol;Acc:HGNC:28072],null,null,-0.8268731
TTC22,tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067],null,null,-0.8273907
DQX1,DEAQ-box RNA dependent ATPase 1 [Source:HGNC Symbol;Acc:HGNC:20410],null,null,-0.8274971
C19orf53,chromosome 19 open reading frame 53 [Source:HGNC Symbol;Acc:HGNC:24991],null,null,-0.8278271
FA2H,fatty acid 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:21197],null,null,-0.8279294
SMIM30,small integral membrane protein 30 [Source:HGNC Symbol;Acc:HGNC:48953],null,null,-0.8280887
TRIAP1,TP53 regulated inhibitor of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:26937],null,null,-0.8282828
VAMP8,vesicle associated membrane protein 8 [Source:HGNC Symbol;Acc:HGNC:12647],null,null,-0.82850146
SPTSSB,serine palmitoyltransferase small subunit B [Source:HGNC Symbol;Acc:HGNC:24045],null,null,-0.8286964
TRMT61A,tRNA methyltransferase 61A [Source:HGNC Symbol;Acc:HGNC:23790],null,null,-0.82907265
KCTD5,potassium channel tetramerization domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21423],null,null,-0.8292605
FFAR4,free fatty acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:19061],null,null,-0.82957166
HACL1,2-hydroxyacyl-CoA lyase 1 [Source:HGNC Symbol;Acc:HGNC:17856],null,null,-0.8297241
PRAP1,proline rich acidic protein 1 [Source:HGNC Symbol;Acc:HGNC:23304],null,null,-0.8298549
H4C9,H4 clustered histone 9 [Source:HGNC Symbol;Acc:HGNC:4793],null,null,-0.83006924
DYNLT1,dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697],null,null,-0.83014566
TOMM6,translocase of outer mitochondrial membrane 6 [Source:HGNC Symbol;Acc:HGNC:34528],null,null,-0.8304681
CFAP52,cilia and flagella associated protein 52 [Source:HGNC Symbol;Acc:HGNC:16053],null,null,-0.8307747
AP2S1,adaptor related protein complex 2 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:565],null,null,-0.8309509
NLRC5,NLR family CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933],null,null,-0.8315405
MRPL2,mitochondrial ribosomal protein L2 [Source:HGNC Symbol;Acc:HGNC:14056],null,null,-0.8316822
VTA1,vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954],null,null,-0.8317365
PCIF1,PDX1 C-terminal inhibiting factor 1 [Source:HGNC Symbol;Acc:HGNC:16200],null,null,-0.83187246
ISCA2,iron-sulfur cluster assembly 2 [Source:HGNC Symbol;Acc:HGNC:19857],null,null,-0.83206934
NAT9,N-acetyltransferase 9 (putative) [Source:HGNC Symbol;Acc:HGNC:23133],null,null,-0.83211213
KRI1,KRI1 homolog [Source:HGNC Symbol;Acc:HGNC:25769],null,null,-0.8325007
COX7A1,cytochrome c oxidase subunit 7A1 [Source:HGNC Symbol;Acc:HGNC:2287],null,null,-0.83296895
PRRG2,proline rich and Gla domain 2 [Source:HGNC Symbol;Acc:HGNC:9470],null,null,-0.83370805
PDK3,pyruvate dehydrogenase kinase 3 [Source:HGNC Symbol;Acc:HGNC:8811],null,null,-0.8355757
HMCES,"5-hydroxymethylcytosine binding, ES cell specific [Source:HGNC Symbol;Acc:HGNC:24446]",null,null,-0.83563054
MRTO4,"MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]",null,null,-0.83574593
PRSS30P,"serine protease 30, pseudogene [Source:HGNC Symbol;Acc:HGNC:28753]",null,null,-0.835834
STUB1,STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427],null,null,-0.8359698
CENPA,centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851],null,null,-0.836022
PPP1R1C,protein phosphatase 1 regulatory inhibitor subunit 1C [Source:HGNC Symbol;Acc:HGNC:14940],null,null,-0.83646333
PDLIM2,PDZ and LIM domain 2 [Source:HGNC Symbol;Acc:HGNC:13992],null,null,-0.83652735
RPL11,ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301],null,null,-0.83657867
COX8A,cytochrome c oxidase subunit 8A [Source:HGNC Symbol;Acc:HGNC:2294],null,null,-0.8366412
UQCRQ,ubiquinol-cytochrome c reductase complex III subunit VII [Source:HGNC Symbol;Acc:HGNC:29594],null,null,-0.8371173
UBL5,ubiquitin like 5 [Source:HGNC Symbol;Acc:HGNC:13736],null,null,-0.8371245
BRMS1,BRMS1 transcriptional repressor and anoikis regulator [Source:HGNC Symbol;Acc:HGNC:17262],null,null,-0.8372616
MYCBP,MYC binding protein [Source:HGNC Symbol;Acc:HGNC:7554],null,null,-0.8372682
PER3,period circadian regulator 3 [Source:HGNC Symbol;Acc:HGNC:8847],null,null,-0.8372688
RDM1,RAD52 motif containing 1 [Source:HGNC Symbol;Acc:HGNC:19950],null,null,-0.8375429
TMEM238L,transmembrane protein 238 like [Source:HGNC Symbol;Acc:HGNC:44356],null,null,-0.83774203
URM1,ubiquitin related modifier 1 [Source:HGNC Symbol;Acc:HGNC:28378],null,null,-0.83817947
ATP6V1G1,ATPase H+ transporting V1 subunit G1 [Source:HGNC Symbol;Acc:HGNC:864],null,null,-0.83894
MRPL24,mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037],null,null,-0.8392937
MRPL54,mitochondrial ribosomal protein L54 [Source:HGNC Symbol;Acc:HGNC:16685],null,null,-0.83976567
CCDC39,coiled-coil domain containing 39 [Source:HGNC Symbol;Acc:HGNC:25244],null,null,-0.8399017
AP1G2,adaptor related protein complex 1 subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:556],null,null,-0.8400798
CD200,CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203],null,null,-0.8404908
ANKS3,ankyrin repeat and sterile alpha motif domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29422],null,null,-0.84086376
DEDD,death effector domain containing [Source:HGNC Symbol;Acc:HGNC:2755],null,null,-0.8408678
NOXO1,NADPH oxidase organizer 1 [Source:HGNC Symbol;Acc:HGNC:19404],null,null,-0.84127456
TMA7,translation machinery associated 7 homolog [Source:HGNC Symbol;Acc:HGNC:26932],null,null,-0.84211165
COMMD7,COMM domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16223],null,null,-0.84231156
METRNL,"meteorin like, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:27584]",null,null,-0.84242564
SDCBP2,syndecan binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15756],null,null,-0.8427625
KAT5,lysine acetyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:5275],null,null,-0.8436745
